     1	PATRIOTS
     2	PACKERS
     3	BENGALS
     4	BRONCOS
     5	FALCONS
     6	CARDINALS
     7	PANTHERS
     8	JETS
     9	SEAHAWKS
    10	GIANTS
    11	BILLS
    12	VIKINGS
    13	STEELERS
    14	COLTS
    15	RAMS
    16	CHARGERS
    17	REDSKINS
    18	EAGLES
    19	RAIDERS
    20	BROWNS
    21	RAVENS
    22	COWBOYS
    23	TITANS
    24	BEARS
    25	CHIEFS
    26	BUCCANEERS
    27	JAGUARS
    28	DOLPHINS
    29	49ERS
    30	SAINTS
    31	TEXANS
    32	LIONS
