     1	PANTHERS
     2	CARDINALS
     3	BENGALS
     4	BRONCOS
     5	PATRIOTS
     6	SEAHAWKS
     7	STEELERS
     8	PACKERS
     9	CHIEFS
    10	VIKINGS
    11	BILLS
    12	TEXANS
    13	JETS
    14	COLTS
    15	BUCCANEERS
    16	BEARS
    17	GIANTS
    18	RAIDERS
    19	REDSKINS
    20	LIONS
    21	DOLPHINS
    22	EAGLES
    23	SAINTS
    24	49ERS
    25	FALCONS
    26	COWBOYS
    27	RAVENS
    28	TITANS
    29	CHARGERS
    30	JAGUARS
    31	RAMS
    32	BROWNS
