     1	SEAHAWKS
     2	PACKERS
     3	COLTS
     4	PATRIOTS
     5	STEELERS
     6	COWBOYS
     7	CHIEFS
     8	BRONCOS
     9	CARDINALS
    10	EAGLES
    11	BENGALS
    12	LIONS
    13	CHARGERS
    14	RAVENS
    15	DOLPHINS
    16	VIKINGS
    17	BILLS
    18	PANTHERS
    19	RAMS
    20	TEXANS
    21	JETS
    22	GIANTS
    23	FALCONS
    24	SAINTS
    25	BEARS
    26	RAIDERS
    27	49ERS
    28	JAGUARS
    29	BUCCANEERS
    30	REDSKINS
    31	BROWNS
    32	TITANS
