     1	PATRIOTS
     2	BENGALS
     3	PANTHERS
     4	BRONCOS
     5	PACKERS
     6	CARDINALS
     7	VIKINGS
     8	FALCONS
     9	STEELERS
    10	RAIDERS
    11	JETS
    12	EAGLES
    13	GIANTS
    14	SEAHAWKS
    15	BILLS
    16	RAMS
    17	SAINTS
    18	COLTS
    19	DOLPHINS
    20	REDSKINS
    21	BUCCANEERS
    22	COWBOYS
    23	BEARS
    24	CHIEFS
    25	49ERS
    26	BROWNS
    27	RAVENS
    28	TEXANS
    29	TITANS
    30	CHARGERS
    31	JAGUARS
    32	LIONS
