     1	PANTHERS
     2	SEAHAWKS
     3	CARDINALS
     4	CHIEFS
     5	BRONCOS
     6	PATRIOTS
     7	STEELERS
     8	BENGALS
     9	VIKINGS
    10	REDSKINS
    11	PACKERS
    12	TEXANS
    13	BILLS
    14	JETS
    15	LIONS
    16	RAIDERS
    17	SAINTS
    18	COLTS
    19	FALCONS
    20	EAGLES
    21	RAMS
    22	GIANTS
    23	DOLPHINS
    24	BEARS
    25	BUCCANEERS
    26	RAVENS
    27	JAGUARS
    28	49ERS
    29	CHARGERS
    30	COWBOYS
    31	BROWNS
    32	TITANS
