     1	PATRIOTS
     2	BRONCOS
     3	BENGALS
     4	PANTHERS
     5	PACKERS
     6	CARDINALS
     7	FALCONS
     8	VIKINGS
     9	STEELERS
    10	RAIDERS
    11	JETS
    12	EAGLES
    13	RAMS
    14	SEAHAWKS
    15	GIANTS
    16	BILLS
    17	SAINTS
    18	DOLPHINS
    19	REDSKINS
    20	COLTS
    21	BUCCANEERS
    22	COWBOYS
    23	CHIEFS
    24	BROWNS
    25	BEARS
    26	49ERS
    27	RAVENS
    28	CHARGERS
    29	JAGUARS
    30	TEXANS
    31	TITANS
    32	LIONS
