     1	PATRIOTS
     2	PACKERS
     3	BENGALS
     4	PANTHERS
     5	BRONCOS
     6	FALCONS
     7	JETS
     8	STEELERS
     9	CARDINALS
    10	VIKINGS
    11	EAGLES
    12	BILLS
    13	COLTS
    14	GIANTS
    15	RAMS
    16	SEAHAWKS
    17	CHARGERS
    18	RAIDERS
    19	REDSKINS
    20	BROWNS
    21	COWBOYS
    22	DOLPHINS
    23	49ERS
    24	BEARS
    25	TEXANS
    26	BUCCANEERS
    27	SAINTS
    28	RAVENS
    29	TITANS
    30	CHIEFS
    31	LIONS
    32	JAGUARS
