     1	PACKERS
     2	SEAHAWKS
     3	COLTS
     4	PATRIOTS
     5	COWBOYS
     6	CARDINALS
     7	BRONCOS
     8	CHIEFS
     9	STEELERS
    10	BENGALS
    11	LIONS
    12	EAGLES
    13	RAVENS
    14	CHARGERS
    15	PANTHERS
    16	DOLPHINS
    17	VIKINGS
    18	BILLS
    19	RAMS
    20	TEXANS
    21	GIANTS
    22	JETS
    23	FALCONS
    24	BEARS
    25	SAINTS
    26	49ERS
    27	REDSKINS
    28	RAIDERS
    29	JAGUARS
    30	BROWNS
    31	TITANS
    32	BUCCANEERS
