     1	PANTHERS
     2	CARDINALS
     3	PATRIOTS
     4	SEAHAWKS
     5	STEELERS
     6	PACKERS
     7	CHIEFS
     8	BENGALS
     9	BRONCOS
    10	JETS
    11	VIKINGS
    12	REDSKINS
    13	RAIDERS
    14	GIANTS
    15	BILLS
    16	TEXANS
    17	EAGLES
    18	RAMS
    19	BUCCANEERS
    20	FALCONS
    21	LIONS
    22	SAINTS
    23	BEARS
    24	JAGUARS
    25	DOLPHINS
    26	COLTS
    27	BROWNS
    28	49ERS
    29	CHARGERS
    30	COWBOYS
    31	RAVENS
    32	TITANS
